date,market_return,baseline_position,baseline_turnover,baseline_return,baseline_equity,analyst_position,analyst_turnover,analyst_return,analyst_equity,benchmark_equity
2020-07-30,0.0121001683501682,0.5,0.0,0.0060500841750841,1.0040543565568898,0.5,0.0,0.0060500841750841,1.0040543565568898,1.0074624911628396
2020-07-31,0.1046886370724609,0.5,0.0,0.05234431853623045,1.0566108976241935,0.5,0.0,0.05234431853623045,1.0566108976241935,1.1129323662643034
2020-08-03,0.025197628458498,0.5,0.0,0.012598814229249,1.0699229420359608,1.0,0.5,0.024947628458498,1.082970833723322,1.1409756225288683
2020-08-04,0.0066781411359724,0.5,0.0,0.0033390705679862,1.0734954902417262,1.0,0.0,0.0066781411359724,1.090203065797068,1.14859521876882
2020-08-05,0.0036246751470385,0.5,0.0,0.00181233757351925,1.0754410264536949,1.0,0.0,0.0036246751470385,1.094154697754888,1.1527585033122987
2020-08-06,0.0348892674616694,0.5,0.0,0.0174446337308347,1.0942017012592926,0.5,0.5,0.0171946337308347,1.1129682870276554,1.1929774030530753
2020-08-07,-0.0244946335681833,0.5,0.0,-0.01224731678409165,1.080800666398278,0.5,0.0,-0.01224731678409165,1.09933741184578,1.1637558587101673
2020-08-10,0.0145348183147711,0.5,0.0,0.00726740915738555,1.0886552870585693,0.5,0.0,0.00726740915738555,1.1073267466196843,1.18067083867927
2020-08-11,-0.0297398593954447,0.5,0.0,-0.01486992969772235,1.0724670594749546,0.5,0.0,-0.01486992969772235,1.090860875745042,1.1455578539446467
2020-08-12,0.0332342857142857,0.5,0.0,0.01661714285714285,1.0902883978118298,0.5,0.0,0.01661714285714285,1.1089878667545654,1.1836296509648871
2020-08-13,0.0176975488894788,0.5,0.0,0.0088487744447394,1.099936113923783,0.5,0.0,0.0088487744447394,1.1188010502494292,1.204576994579875
2020-08-14,-0.0008912268498392,0.5,0.0,-0.0004456134249196,1.099445967624865,0.5,0.0,-0.0004456134249196,1.118302497481624,1.2035034432196068
2020-08-17,-0.0026107956399712,0.5,0.0,-0.0013053978199856,1.0980107532555354,0.5,0.0,-0.0013053978199856,1.116842667839327,1.2003613416773586
2020-08-18,0.0083327879938048,0.5,0.0,0.0041663939969024,1.1025854986664334,0.5,0.0,0.0041663939969024,1.1214958744260972,1.2103636982535153
2020-08-19,0.0012547322877229,0.5,0.0,0.00062736614386145,1.1032772234790091,0.5,0.0,0.00062736614386145,1.1221994629681924,1.2118823806656018
2020-08-20,0.0221895728453211,0.5,0.0,0.01109478642266055,1.1155178486384947,0.5,0.0,0.01109478642266055,1.1346500263334487,1.2387735330313425
2020-08-21,0.0515324455717607,1.0,0.5,0.0512824455717607,1.1727243319956258,1.0,0.5,0.0512824455717607,1.1928376545518906,1.302610562698018
2020-08-24,0.0119602798102436,0.5,0.5,0.0057301399051218,1.179444206488101,0.5,0.5,0.0057301399051218,1.1996727811965702,1.3181901495116652
2020-08-25,-0.0082037224638976,0.5,0.0,-0.0041018612319488,1.174606290022261,0.5,0.0,-0.0041018612319488,1.1947518899243559,1.307376083370428
2020-08-26,0.0135990386541156,1.0,0.5,0.013349038654115599,1.1902861547911352,1.0,0.5,0.013349038654115599,1.2107006790850336,1.3251551412636486
2020-08-27,-0.0119543954632573,0.5,0.5,-0.00622719773162865,1.1828740075480308,0.5,0.5,-0.00622719773162865,1.2031614065625542,1.3093137126548144
2020-08-28,-0.0016198704103671,0.5,0.0,-0.00080993520518355,1.181915956246021,0.5,0.0,-0.00080993520518355,1.202186923781861,1.3071927941137969
2020-08-31,0.0339122248262322,0.5,0.0,0.0169561124131161,1.2019566560629842,0.5,0.0,0.0169561124131161,1.2225713404030845,1.3515226100390147
2020-09-01,0.0398326100433974,0.5,0.0,0.0199163050216987,1.2258951914479954,0.5,0.0,0.0199163050216987,1.2469204441293391,1.4053572831295336
2020-09-02,-0.020718437919213,1.0,0.5,-0.020968437919213,1.2001900842306563,1.0,0.5,-0.020968437919213,1.2207744702064156,1.3762404755047004
2020-09-03,-0.0800608828006088,0.5,0.5,-0.0402804414003044,1.151845897873577,0.5,0.5,-0.0402804414003044,1.1716011356962783,1.2660574480898643
2020-09-04,0.00066181336863,0.5,0.0,0.000330906684315,1.1522270513804842,0.5,0.0,0.000330906684315,1.1719888263434313,1.2668953418344637
2020-09-08,-0.0672949735449736,0.5,0.0,-0.0336474867724868,1.113457506910258,0.5,0.0,-0.0336474867724868,1.1325543478115383,1.1816396533214633
2020-09-09,0.0398865449388405,0.5,0.0,0.01994327246942025,1.1356634933536904,0.5,0.0,0.01994327246942025,1.1551411877563702,1.2287711764551859
2020-09-10,-0.0326457551994544,-1.0,1.5,0.0318957551994544,1.1718863381266569,-1.0,1.5,0.0318957551994544,1.1919852883018542,1.1886570134324843
2020-09-11,-0.0131289100361264,-1.0,0.0,0.0131289100361264,1.1872719284324875,-1.0,0.0,0.0131289100361264,1.2076347559163556,1.1730512424393185
2020-09-14,0.0299553571428572,-1.0,0.0,-0.0299553571428572,1.1517067737906035,-1.0,0.0,-0.0299553571428572,1.171459625504754,1.2081904113534607
2020-09-15,0.0016037449612067,-1.0,0.0,-0.0016037449612067,1.1498597298553492,-1.0,0.0,-0.0016037449612067,1.1695809030330937,1.2101280406378472
2020-09-16,-0.0295135883676649,-1.0,0.0,0.0295135883676649,1.1837962166028544,-1.0,0.0,0.0295135883676649,1.2040994323678942,1.174412819774293
2020-09-17,-0.0159636136627128,-1.0,0.0,0.0159636136627128,1.2026938820600834,-1.0,0.0,0.0159636136627128,1.2233212105177071,1.155664947238879
2020-09-18,-0.0317201377560267,-1.0,0.0,0.0317201377560267,1.24084349767736,-1.0,0.0,0.0317201377560267,1.2621251278351981,1.1190070959126504
2020-09-21,0.030325720703856,-1.0,0.0,-0.030325720703856,1.2032140243296006,-1.0,0.0,-0.030325720703856,1.2238502737151493,1.1529417925689305
2020-09-22,0.0157158430232557,-1.0,0.0,-0.0157158430232557,1.1843045015998568,-1.0,0.0,-0.0157158430232557,1.2046164349294735,1.171061244795895
2020-09-23,-0.0419461586620159,0.5,1.5,-0.02172307933100795,1.1585777609595334,0.5,1.5,-0.02172307933100795,1.1784484565500646,1.1219397240187485
2020-09-24,0.0102688573562359,0.5,0.0,0.00513442867811795,1.1645263958412335,0.5,0.0,0.00513442867811795,1.184499116101059,1.1334607630069917
2020-09-25,0.03751617076326,0.5,0.0,0.01875808538163,1.1863706814035853,0.5,0.0,0.01875808538163,1.206718051655348,1.175983870545417
2020-09-28,0.0238688991806197,0.5,0.0,0.01193444959030985,1.2005293624962179,0.5,0.0,0.01193444959030985,1.2211195674125455,1.2040533109895006
2020-09-29,-0.0075678496868475,0.5,0.0,-0.00378392484342375,1.1959866496162088,0.5,0.0,-0.00378392484342375,1.2164989427446222,1.194941216516981
2020-09-30,0.0150758173371898,0.5,0.0,0.0075379086685949,1.2050018877498747,0.5,0.0,0.0075379086685949,1.2256688006704735,1.2129559320258705
2020-10-01,0.0084621362576633,1.0,0.5,0.0082121362576633,1.2148975274428182,1.0,0.5,0.0082121362576633,1.235734159868346,1.2232201303972143
2020-10-02,-0.0322801609726861,0.5,0.5,-0.01639008048634305,1.1949852591853714,0.5,0.5,-0.01639008048634305,1.2154803775283802,1.183734387682962
2020-10-05,0.0307910104406299,-1.0,1.5,-0.0315410104406299,1.1572942166490066,-1.0,1.5,-0.0315410104406299,1.1771428982503767,1.2201827655730408
2020-10-06,-0.0286695278969957,-1.0,0.0,0.0286695278969957,1.190473295478257,-1.0,0.0,0.0286695278969957,1.2108910294105162,1.185200701736011
2020-10-07,0.0169671261930011,-1.0,0.0,-0.0169671261930011,1.1702743848444797,-1.0,0.0,-0.0169671261930011,1.1903456885085348,1.2053101516063995
2020-10-08,-0.0009558567952728,0.5,1.5,-0.0012279283976364,1.1688373716943026,0.5,1.5,-0.0012279283976364,1.1888840292346112,1.2041580477075753
2020-10-09,0.0173958423936679,0.5,0.0,0.00869792119683395,1.1790038270452141,0.5,0.0,0.00869792119683395,1.1992248488330681,1.2251053913225631
2020-10-12,0.0635205608275626,0.5,0.0,0.0317602804137813,1.2164493192010915,0.5,0.0,0.0317602804137813,1.2373125663111808,1.3029247728522428
2020-10-13,-0.0265273311897107,0.5,0.0,-0.01326366559485535,1.2003147422181186,0.5,0.0,-0.01326366559485535,1.220901266195317,1.2683616558875128
2020-10-14,0.0007431874483898,0.5,0.0,0.0003715937241949,1.2007607716433855,0.5,0.0,0.0003715937241949,1.2213549454436965,1.2693042863501873
2020-10-15,-0.0039607228319168,0.5,0.0,-0.0019803614159584,1.1983828313414264,0.5,0.0,-0.0019803614159584,1.2189362212345498,1.2642769238825902
2020-10-16,-0.0140004970590671,0.5,0.0,-0.00700024852953355,1.1899938536885104,0.5,0.0,-0.00700024852953355,1.2104033647442576,1.2465764185279256
2020-10-19,-0.0255419257267685,0.5,0.0,-0.01277096286338425,1.1747964863753988,0.5,0.0,-0.01277096286338425,1.1949453483233932,1.2147364562331442
2020-10-20,0.0131919296430418,0.5,0.0,0.0065959648215209,1.1825454026719773,0.5,0.0,0.0065959648215209,1.2028271658045742,1.2307611740986097
2020-10-21,-0.0054463449919155,0.5,0.0,-0.00272317249595775,1.1793251275561996,0.5,0.0,-0.00272317249595775,1.1995516599492644,1.2240580241418137
2020-10-22,-0.0095832976811842,0.5,0.0,-0.0047916488405921,1.1736742156760638,0.5,0.0,-0.0047916488405921,1.1938038296286382,1.2123275117174206
2020-10-23,-0.0061339092872569,0.5,0.0,-0.00306695464362845,1.170074610090189,0.5,0.0,-0.00306695464362845,1.1901424874297772,1.2048912047341
2020-10-26,8.692628650885936e-05,0.5,0.0,4.346314325442968e-05,1.170125465210586,0.5,0.0,4.346314325442968e-05,1.1901942147632016,1.2049959414521747
2020-10-27,0.0134724033029116,0.5,0.0,0.0067362016514558,1.178007666301748,0.5,0.0,0.0067362016514558,1.1982116029982426,1.2212301327537902
2020-10-28,-0.04631217838765,0.5,0.0,-0.023156089193825,1.1507296157098552,0.5,0.0,-0.023156089193825,1.1704657082461394,1.1646723049933232
2020-10-29,0.03705035971223,0.5,0.0,0.018525179856115,1.1720470888066383,0.5,0.0,0.018525179856115,1.1921487960068142,1.207823832840198
2020-10-30,-0.0560180367672562,-1.0,1.5,0.0552680367672562,1.2368238304037593,-1.0,1.5,0.0552680367672562,1.258036519496559,1.1401639129637875
2020-11-02,-0.0008267499540695,-1.0,0.0,0.0008267499540695,1.2378463744487378,-1.0,0.0,0.0008267499540695,1.2590766011312706,1.139221282501113
2020-11-03,0.0153534982072263,-1.0,0.0,-0.0153534982072263,1.2188411023578176,-1.0,0.0,-0.0153534982072263,1.239745370793041,1.1567123144196279
2020-11-04,0.0408366533864541,0.5,1.5,0.01966832669322705,1.2428136673461243,1.0,2.0,0.0398366533864541,1.2891326774167844,1.2039485742714253
2020-11-05,0.0354936929099607,0.5,0.0,0.01774684645498035,1.264869690672667,0.5,0.5,0.01749684645498035,1.3116884339336434,1.2466811552460004
2020-11-06,-0.002856422750567,0.5,0.0,-0.0014282113752835,1.263063189392197,0.5,0.0,-0.0014282113752835,1.3098150655914715,1.2431201068314526
2020-11-09,-0.0199679838234055,0.5,0.0,-0.00998399191170275,1.250452776725336,0.5,0.0,-0.00998399191170275,1.2967378825707798,1.218297504647692
2020-11-10,-0.0030089408528197,0.5,0.0,-0.00150447042640985,1.2485715075031305,0.5,0.0,-0.00150447042640985,1.2947869787756467,1.2146317195150693
2020-11-11,0.0303526774165732,1.0,0.5,0.0301026774165732,1.2861568528250216,1.0,0.5,0.0301026774165732,1.3337635335209093,1.2514990442774478
2020-11-12,-0.0023432923257176,1.0,0.0,-0.0023432923257176,1.2831430113421276,1.0,0.0,-0.0023432923257176,1.3306381356684878,1.2485664161713497
2020-11-13,0.0004194279003439,0.5,0.5,-4.028604982805e-05,1.2830913185788362,0.5,0.5,-4.028604982805e-05,1.330584529514251,1.2490900997617245
2020-11-16,0.0087204427301692,0.5,0.0,0.0043602213650846,1.2886858807594583,0.5,0.0,0.0043602213650846,1.3363861726078903,1.259982718441518
2020-11-17,-0.0075644222776392,0.5,0.0,-0.0037822111388196,1.2838117986668103,0.5,0.0,-0.0037822111388196,1.331331677940088,1.2504516770966985
2020-11-18,-0.0113912387972191,0.5,0.0,-0.00569561939860955,1.27649969528216,0.5,0.0,-0.00569561939860955,1.3237489194092291,1.2362074834385068
2020-11-19,0.0051681775819707,0.5,0.0,0.00258408879098535,1.2797982838364348,0.5,0.0,0.00258408879098535,1.3271696041539536,1.2425964232410782
2020-11-20,-0.0109575185434929,0.5,0.0,-0.00547875927174645,1.2727865771229008,0.5,0.0,-0.00547875927174645,1.319898361380015,1.228980649891336
2020-11-23,-0.029742628259758,0.5,0.0,-0.014871314129879,1.2538585681142127,0.5,0.0,-0.014871314129879,1.3002697382284203,1.1924275352831821
2020-11-24,0.0115942028985507,0.5,0.0,0.00579710144927535,1.2611273134366139,0.5,0.0,0.00579710144927535,1.307807533812353,1.206252782069074
2020-11-25,0.0074672223669358,0.5,0.0,0.0037336111834679,1.2658358724778376,0.5,0.0,0.0037336111834679,1.3126903786464181,1.2152601398235188
2020-11-27,0.0048263380160302,0.5,0.0,0.0024131690080151,1.268890548374535,0.5,0.0,0.0024131690080151,1.3158581223852874,1.2211253960357153
2020-11-30,0.0210995797238184,0.5,0.0,0.0105497898619092,1.282277077017649,0.5,0.0,0.0105497898619092,1.3297401490645384,1.2468906286821504
2020-12-01,0.0308273834523309,0.5,0.0,0.01541369172616545,1.3020417005903275,0.5,0.0,0.01541369172616545,1.3502363537981243,1.285329004215653
2020-12-02,0.0029335071707952,0.5,0.0,0.0014667535853976,1.3039514749230057,0.5,0.0,0.0014667535853976,1.352216817811192,1.2890995260663507
2020-12-03,-0.0011374715632109,0.5,0.0,-0.00056873578160545,1.3032098710617397,0.5,0.0,-0.00056873578160545,1.351447763722414,1.2876332120133016
2020-12-04,-0.0056124938994631,0.5,0.0,-0.00280624694973155,1.2995527423362128,0.5,0.0,-0.00280624694973155,1.3476552675577465,1.280406378466131
2020-12-07,0.0122699386503066,0.5,0.0,0.0061349693251533,1.3075254585468643,0.5,0.0,0.0061349693251533,1.3559230912850946,1.2961168861773718
2020-12-08,0.005090909090909,1.0,0.5,0.004840909090909,1.3138550704257388,1.0,0.5,0.004840909090909,1.36248699170427,1.3027152994160929
2020-12-09,-0.0209036822640295,1.0,0.0,-0.0209036822640295,1.286390661492575,1.0,0.0,-0.0209036822640295,1.3340059965408104,1.2754837527166087
2020-12-10,0.0119888323205781,0.5,0.5,0.00574441616028905,1.293780224796898,0.5,0.5,0.00574441616028905,1.341669082145262,1.29077531355555
2020-12-11,-0.0067348263550794,0.5,0.0,-0.0033674131775397,1.2894235322190766,0.5,0.0,-0.0033674131775397,1.3371511279981483,1.2820821659553303
2020-12-14,-0.0051466383465402,0.5,0.0,-0.0025733191732701,1.2861054339211515,0.5,0.0,-0.0025733191732701,1.333710211362911,1.2754837527166094
2020-12-15,0.0500903268188537,0.5,0.0,0.02504516340942685,1.3183161546754585,0.5,0.0,0.02504516340942685,1.3671132015473162,1.3393731507423223
2020-12-16,-0.0005473881764153,1.0,0.5,-0.0007973881764153,1.317264944960943,1.0,0.5,-0.0007973881764153,1.366023081644581,1.3386399937157978
2020-12-17,0.0069634613879976,1.0,0.0,0.0069634613879976,1.3264376685429413,1.0,0.0,0.0069634613879976,1.3755353306287266,1.3479615616244671
2020-12-18,-0.0158896658896657,0.5,0.5,-0.00819483294483285,1.3155677334374984,0.5,0.5,-0.00819483294483285,1.3642630483845088,1.3265429027781424
2020-12-21,0.0124353558880421,1.0,0.5,0.0121853558880421,1.331598394464259,1.0,0.5,0.0121853558880421,1.3808870791539791,1.343038935874945
2020-12-22,0.028464477891289,0.5,0.5,0.0139822389456445,1.350217121395295,0.5,0.5,0.0139822389456445,1.4001949722516633,1.3812678379722978
2020-12-23,-0.0069760388231724,1.0,0.5,-0.007226038823172401,1.3404604000563805,1.0,0.5,-0.007226038823172401,1.390077109022162,1.3716320599094036
2020-12-24,0.0077122785583383,0.5,0.5,0.00360613927916915,1.3452942869571944,0.5,0.5,0.00360613927916915,1.3950899206860805,1.3822104684349723
2020-12-28,0.0357657043267409,0.5,0.0,0.01788285216337045,1.3693519858070768,0.5,0.0,0.01788285216337045,1.4200381074923178,1.4316461993663436
2020-12-29,-0.01331479991221,0.5,0.0,-0.006657399956105,1.3602356619568725,0.5,0.0,-0.006657399956105,1.410584345857831,1.4125841166767048
2020-12-30,-0.0085267294431675,0.5,0.0,-0.00426336472158375,1.3544364812226455,0.5,0.0,-0.00426336472158375,1.4045705103208825,1.4005393940980868
2020-12-31,-0.0077026622793897,0.5,0.0,-0.00385133113969485,1.349220097825774,0.5,0.0,-0.00385133113969485,1.3991610441765867,1.3897515121363682
2021-01-04,-0.0247192704800662,0.5,0.0,-0.0123596352400331,1.3325442295581256,0.5,0.0,-0.0123596352400331,1.3818679240285001,1.3553978686077883
2021-01-05,0.0123638049609766,0.5,0.0,0.0061819024804883,1.3407818880361915,0.5,0.0,0.0061819024804883,1.3904104967757591,1.3721557434997784
2021-01-06,-0.0336615525532402,0.5,0.0,-0.0168307762766201,1.31821548804291,0.5,0.0,-0.0168307762766201,1.3670088087718621,1.3259668508287303
2021-01-07,0.034123222748815,-1.0,1.5,-0.034873222748815,1.2722450656974518,-1.0,1.5,-0.034873222748815,1.3193368060839687,1.371213113037104
2021-01-08,0.0086312251756799,-1.0,0.0,-0.0086312251756799,1.2612640320567694,-1.0,0.0,-0.0086312251756799,1.3079493130280957,1.3830483621795722
2021-01-11,-0.0232487694055283,-1.0,0.0,0.0232487694055283,1.2905868686975441,-1.0,0.0,0.0232487694055283,1.338357525000805,1.3508941897305657
2021-01-12,-0.0013955652039073,-1.0,0.0,0.0013955652039073,1.292387966824118,-1.0,0.0,0.0013955652039073,1.3402252901930836,1.3490089288052172
2021-01-13,0.0162267080745339,0.5,1.5,0.00736335403726695,1.3019042769773475,0.5,1.5,0.00736335403726695,1.350093843494474,1.3708989028828793
2021-01-14,-0.0151272060508823,0.5,0.0,-0.00756360302544115,1.2920571898491668,0.5,0.0,-0.00756360302544115,1.3398822696151897,1.3501610327040416
2021-01-15,-0.0137305096579007,0.5,0.0,-0.00686525482895035,1.2831868879872748,0.5,0.0,-0.00686525482895035,1.330683636393489,1.3316226336047776
2021-01-19,0.005427088249174,0.5,0.0,0.002713544124587,1.2866688722279196,0.5,0.0,0.002713544124587,1.3342945051567086,1.3388494671519482
2021-01-20,0.0328561370570288,0.5,0.0,0.0164280685285144,1.307806356634386,0.5,0.0,0.0164280685285144,1.356214386724643,1.3828388887434226
2021-01-21,0.0366583352268423,1.0,0.5,0.0364083352268423,1.355421408878526,1.0,0.5,0.0364083352268423,1.4055918947559802,1.4335314602916933
2021-01-22,0.0160736465259003,0.5,0.5,0.0077868232629501495,1.365975835836282,0.5,0.5,0.0077868232629501495,1.4165369904202803,1.4565735382681797
2021-01-25,0.0276839001941466,0.5,0.0,0.0138419500970733,1.3848836051897355,0.5,0.0,0.0138419500970733,1.4361446247523362,1.496897174727031
2021-01-26,0.001679261125105,0.5,0.0,0.0008396305625525,1.3860463957902307,0.5,0.0,0.0008396305625525,1.4373504556715235,1.4994108559608297
2021-01-27,-0.0076837105336685,1.0,0.5,-0.0079337105336685,1.3750499048997964,1.0,0.5,-0.0079337105336685,1.425946933220789,1.4878898169725867
2021-01-28,-0.0349852175137266,1.0,0.0,-0.0349852175137266,1.326943484884648,1.0,0.0,-0.0349852175137266,1.3760598695990283,1.4358356680893418
2021-01-29,-0.037420672550879,0.5,0.5,-0.0189603362754395,1.3017841901927316,0.5,0.5,-0.0189603362754395,1.3499693117362932,1.3821057317168979
2021-02-01,0.0165201576235221,0.5,0.0,0.00826007881176105,1.3125370301996282,0.5,0.0,0.00826007881176105,1.3611201646446938,1.4049383362572343
2021-02-02,0.0063366631877144,-1.0,1.5,-0.0070866631877144,1.3032355223452003,-1.0,1.5,-0.0070866631877144,1.3514743644798504,1.4138409572936042
2021-02-03,-0.0077783539521446,-1.0,0.0,0.0077783539521446,1.3133725495210093,-1.0,0.0,0.0077783539521446,1.3619866104440241,1.4028436018957355
2021-02-04,0.0257578020008959,-1.0,0.0,-0.0257578020008959,1.2795429594370353,-1.0,0.0,-0.0257578020008959,1.3269048290043355,1.4389777696315895
2021-02-05,-0.004585486571075,-1.0,0.0,0.004585486571075,1.2854102864946475,-1.0,0.0,0.004585486571075,1.3329893332788294,1.4323793563928684
2021-02-08,0.0010968119333139,-1.0,0.0,-0.0010968119333139,1.2840004331532158,-1.0,0.0,-0.0010968119333139,1.331527294671109,1.4339504071639926
2021-02-09,-0.0065736615294719,-1.0,0.0,0.0065736615294719,1.2924410174044603,-1.0,0.0,0.0065736615294719,1.34028030442353,1.4245241025372481
2021-02-10,-0.0045584883464451,-1.0,0.0,0.0045584883464451,1.2983325947207662,-1.0,0.0,0.0045584883464451,1.3463899565722146,1.418030426016602
2021-02-11,-0.0019203781667773,0.5,1.5,-0.0017101890833886501,1.296112200490667,0.5,1.5,-0.0017101890833886501,1.3440873751665008,1.4153072713466537
2021-02-12,0.0017760674905646,-1.0,1.5,-0.0025260674905646,1.2928381335968835,-1.0,1.5,-0.0025260674905646,1.3406921197436144,1.4178209525804524
2021-02-16,-0.0161040112284849,-1.0,0.0,0.0161040112284849,1.313658013416941,-1.0,0.0,0.0161040112284849,1.3622826406939068,1.3949883480401155
2021-02-17,-0.0176439672648096,-1.0,0.0,0.0176439672648096,1.3368361524028245,-1.0,0.0,0.0176439672648096,1.3863187110117285,1.3703752192925047
2021-02-18,-0.0086365025985937,-1.0,0.0,0.0086365025985937,1.3483817413069454,-1.0,0.0,0.0086365025985937,1.3982916561618604,1.3585399701500365
2021-02-19,0.0012335209313083,-1.0,0.0,-0.0012335209313083,1.3467184842056492,-1.0,0.0,-0.0012335209313083,1.396566834135911,1.3602157576392355
2021-02-22,-0.0297990297990298,-1.0,0.0,0.0297990297990298,1.3868493884473976,-1.0,0.0,0.0297990297990298,1.4381831708426638,1.319682647744234
2021-02-23,-0.001111111111111,-1.0,0.0,0.001111111111111,1.388390332212339,-1.0,0.0,0.001111111111111,1.4397811521436,1.3182163336911852
2021-02-24,-0.0040521214047354,-1.0,0.0,0.0040521214047354,1.3940162583956242,-1.0,0.0,0.0040521214047354,1.4456153201683355,1.3128747610693632
2021-02-25,-0.0347826086956521,0.5,1.5,-0.01814130434782605,1.3687269851862514,0.5,1.5,-0.01814130434782605,1.4193899726752817,1.26720955198869
2021-02-26,0.0022315893875528,0.5,0.0,0.0011157946937764,1.3702542034935505,0.5,0.0,0.0011157946937764,1.420973720475192,1.2700374433767134
2021-03-01,0.0538512287646379,0.5,0.0,0.02692561438231895,1.4071491397825693,0.5,0.0,0.02692561438231895,1.459234310920116,1.3384305202796487
2021-03-02,-0.0208936536505204,0.5,0.0,-0.0104468268252602,1.3924488964019468,0.5,0.0,-0.0104468268252602,1.4439899427764555,1.3104658165536398
2021-03-03,-0.0244565217391304,-1.0,1.5,0.0237065217391304,1.4254590164351275,-1.0,1.5,0.0237065217391304,1.4782219217459711,1.2784163808227085
2021-03-04,-0.0158118957889562,-1.0,0.0,0.0158118957889562,1.4479982258544277,-1.0,0.0,0.0158118957889562,1.5015954127255688,1.2582021942342454
2021-03-05,0.0107383667693332,-1.0,0.0,-0.0107383667693332,1.432449089823859,-1.0,0.0,-0.0107383667693332,1.4854707304445736,1.2717132308659127
2021-03-08,-0.0416735298962279,0.5,1.5,-0.02158676494811395,1.4015271480216918,0.5,1.5,-0.02158676494811395,1.4534042229491635,1.2187164515199935
2021-03-09,0.0406067377105534,0.5,0.0,0.0203033688552767,1.4299828706686601,0.5,0.0,0.0203033688552767,1.4829132249835173,1.2682045508104023
2021-03-10,-0.0091258207044637,-1.0,1.5,0.0083758207044637,1.441960150803835,-1.0,1.5,0.0083758207044637,1.4953338402762573,1.2566311434631217
2021-03-11,0.0165027504584096,-1.0,0.0,-0.0165027504584096,1.4181638422641487,-1.0,0.0,-0.0165027504584096,1.4706567190581628,1.2773690136419595
2021-03-12,-0.0076254509675303,-1.0,0.0,0.0076254509675303,1.4289779811072583,-1.0,0.0,0.0076254509675303,1.4818711397594095,1.2676284988609903
2021-03-15,0.0244567462612574,0.5,1.5,0.011478373130628699,1.44538032356986,0.5,1.5,0.011478373130628699,1.498880609633078,1.2986305674111722
2021-03-16,0.0127429631421889,0.5,0.0,0.00637148157109445,1.4545895376647078,0.5,0.0,0.00637148157109445,1.508430699814626,1.3151789688670126
2021-03-17,-0.006450585330891,1.0,0.5,-0.006700585330891001,1.4448429363461641,1.0,0.5,-0.006700585330891001,1.4983233311947823,1.3066952947029427
2021-03-18,-0.0339050977877525,0.5,0.5,-0.01720254889387625,1.4199879550896974,0.5,0.5,-0.01720254889387625,1.4725483508310684,1.2623916629572434
2021-03-19,-0.0044802123952543,0.5,0.0,-0.00224010619762715,1.416807031270945,0.5,0.0,-0.00224010619762715,1.469249686144066,1.2567358801811965
2021-03-22,0.0283356946412201,0.5,0.0,0.01416784732061005,1.4368801369727588,0.5,0.0,0.01416784732061005,1.4900657913732096,1.292346364326676
2021-03-23,-0.0068887268011994,0.5,0.0,-0.0034443634005997,1.4319309996179213,0.5,0.0,-0.0034443634005997,1.484933463296918,1.283443743290306
2021-03-24,-0.0199934715195038,0.5,0.0,-0.0099967357597519,1.4176163637885435,0.5,0.0,-0.0099967357597519,1.4700889758435254,1.257783247361946
2021-03-25,0.0041635440086602,-1.0,1.5,-0.0049135440086602,1.4106508433976717,-1.0,1.5,-0.0049135440086602,1.462865628964072,1.263020083265693
